State,County,Domain Category,Value
NEVADA,WASHOE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEVADA,WASHOE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
NEVADA,CLARK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEVADA,LINCOLN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEVADA,NYE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
NEVADA,NYE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW HAMPSHIRE,BELKNAP,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW HAMPSHIRE,BELKNAP,INVENTORY OF MILK COWS: (50 TO 99 HEAD),4
NEW HAMPSHIRE,CARROLL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
NEW HAMPSHIRE,CARROLL,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
NEW HAMPSHIRE,CHESHIRE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
NEW HAMPSHIRE,CHESHIRE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW HAMPSHIRE,CHESHIRE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
NEW HAMPSHIRE,CHESHIRE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),4
NEW HAMPSHIRE,CHESHIRE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
NEW HAMPSHIRE,COOS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
NEW HAMPSHIRE,COOS,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
NEW HAMPSHIRE,COOS,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
NEW HAMPSHIRE,COOS,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
NEW HAMPSHIRE,COOS,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW HAMPSHIRE,GRAFTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
NEW HAMPSHIRE,GRAFTON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW HAMPSHIRE,GRAFTON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),8
NEW HAMPSHIRE,GRAFTON,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
NEW HAMPSHIRE,GRAFTON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),5
NEW HAMPSHIRE,GRAFTON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW HAMPSHIRE,HILLSBOROUGH,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
NEW HAMPSHIRE,HILLSBOROUGH,INVENTORY OF MILK COWS: (10 TO 19 HEAD),3
NEW HAMPSHIRE,HILLSBOROUGH,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
NEW HAMPSHIRE,MERRIMACK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
NEW HAMPSHIRE,MERRIMACK,INVENTORY OF MILK COWS: (100 TO 199 HEAD),5
NEW HAMPSHIRE,MERRIMACK,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
NEW HAMPSHIRE,MERRIMACK,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
NEW HAMPSHIRE,MERRIMACK,INVENTORY OF MILK COWS: (50 TO 99 HEAD),6
NEW HAMPSHIRE,ROCKINGHAM,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
NEW HAMPSHIRE,ROCKINGHAM,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW HAMPSHIRE,ROCKINGHAM,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
NEW HAMPSHIRE,STRAFFORD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
NEW HAMPSHIRE,STRAFFORD,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
NEW HAMPSHIRE,STRAFFORD,INVENTORY OF MILK COWS: (50 TO 99 HEAD),6
NEW HAMPSHIRE,SULLIVAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
NEW HAMPSHIRE,SULLIVAN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),3
NEW HAMPSHIRE,SULLIVAN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
NEW HAMPSHIRE,SULLIVAN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
NEW HAMPSHIRE,SULLIVAN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
NEW HAMPSHIRE,SULLIVAN,INVENTORY OF MILK COWS: (500 OR MORE HEAD),2
NEW JERSEY,BURLINGTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
NEW JERSEY,MERCER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW JERSEY,MERCER,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW JERSEY,MERCER,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
NEW JERSEY,MIDDLESEX,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEW JERSEY,MONMOUTH,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
NEW JERSEY,OCEAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW JERSEY,HUNTERDON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW JERSEY,HUNTERDON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW JERSEY,HUNTERDON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),4
NEW JERSEY,HUNTERDON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
NEW JERSEY,MORRIS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
NEW JERSEY,MORRIS,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
NEW JERSEY,PASSAIC,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEW JERSEY,SOMERSET,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW JERSEY,SOMERSET,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
NEW JERSEY,SUSSEX,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
NEW JERSEY,SUSSEX,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
NEW JERSEY,SUSSEX,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
NEW JERSEY,SUSSEX,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
NEW JERSEY,SUSSEX,INVENTORY OF MILK COWS: (50 TO 99 HEAD),6
NEW JERSEY,WARREN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),10
NEW JERSEY,WARREN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW JERSEY,WARREN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
NEW JERSEY,WARREN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
NEW JERSEY,ATLANTIC,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEW JERSEY,CUMBERLAND,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW JERSEY,CUMBERLAND,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
NEW JERSEY,GLOUCESTER,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
NEW JERSEY,GLOUCESTER,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW JERSEY,SALEM,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
NEW JERSEY,SALEM,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW JERSEY,SALEM,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
NEW JERSEY,SALEM,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
NEW JERSEY,SALEM,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
NEW MEXICO,COLFAX,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
NEW MEXICO,CURRY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW MEXICO,CURRY,INVENTORY OF MILK COWS: (500 OR MORE HEAD),19
NEW MEXICO,GUADALUPE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW MEXICO,MORA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEW MEXICO,MORA,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW MEXICO,QUAY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW MEXICO,ROOSEVELT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEW MEXICO,ROOSEVELT,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
NEW MEXICO,ROOSEVELT,INVENTORY OF MILK COWS: (500 OR MORE HEAD),18
NEW MEXICO,SAN MIGUEL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
NEW MEXICO,TORRANCE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),14
NEW MEXICO,TORRANCE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW MEXICO,TORRANCE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW MEXICO,UNION,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW MEXICO,BERNALILLO,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
NEW MEXICO,BERNALILLO,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
NEW MEXICO,CIBOLA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
NEW MEXICO,MCKINLEY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
NEW MEXICO,RIO ARRIBA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEW MEXICO,SAN JUAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),16
NEW MEXICO,SANDOVAL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
NEW MEXICO,SANTA FE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEW MEXICO,TAOS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
NEW MEXICO,VALENCIA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
NEW MEXICO,VALENCIA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW MEXICO,CHAVES,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
NEW MEXICO,CHAVES,INVENTORY OF MILK COWS: (500 OR MORE HEAD),17
NEW MEXICO,DONA ANA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
NEW MEXICO,DONA ANA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),6
NEW MEXICO,EDDY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
NEW MEXICO,EDDY,INVENTORY OF MILK COWS: (500 OR MORE HEAD),3
NEW MEXICO,LEA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
NEW MEXICO,LEA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),6
NEW MEXICO,LINCOLN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
NEW MEXICO,OTERO,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEW MEXICO,CATRON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
NEW MEXICO,GRANT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
NEW MEXICO,HIDALGO,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW MEXICO,LUNA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),3
NEW MEXICO,SIERRA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
NEW MEXICO,SOCORRO,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
NEW MEXICO,SOCORRO,INVENTORY OF MILK COWS: (500 OR MORE HEAD),2
NEW YORK,CAYUGA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
NEW YORK,CAYUGA,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
NEW YORK,CAYUGA,INVENTORY OF MILK COWS: (100 TO 199 HEAD),7
NEW YORK,CAYUGA,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
NEW YORK,CAYUGA,INVENTORY OF MILK COWS: (200 TO 499 HEAD),12
NEW YORK,CAYUGA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),29
NEW YORK,CAYUGA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),18
NEW YORK,CHENANGO,INVENTORY OF MILK COWS: (1 TO 9 HEAD),18
NEW YORK,CHENANGO,INVENTORY OF MILK COWS: (10 TO 19 HEAD),7
NEW YORK,CHENANGO,INVENTORY OF MILK COWS: (100 TO 199 HEAD),6
NEW YORK,CHENANGO,INVENTORY OF MILK COWS: (20 TO 49 HEAD),14
NEW YORK,CHENANGO,INVENTORY OF MILK COWS: (200 TO 499 HEAD),10
NEW YORK,CHENANGO,INVENTORY OF MILK COWS: (50 TO 99 HEAD),38
NEW YORK,CHENANGO,INVENTORY OF MILK COWS: (500 OR MORE HEAD),5
NEW YORK,CORTLAND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),17
NEW YORK,CORTLAND,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW YORK,CORTLAND,INVENTORY OF MILK COWS: (100 TO 199 HEAD),5
NEW YORK,CORTLAND,INVENTORY OF MILK COWS: (20 TO 49 HEAD),9
NEW YORK,CORTLAND,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
NEW YORK,CORTLAND,INVENTORY OF MILK COWS: (50 TO 99 HEAD),11
NEW YORK,CORTLAND,INVENTORY OF MILK COWS: (500 OR MORE HEAD),9
NEW YORK,HERKIMER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),23
NEW YORK,HERKIMER,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
NEW YORK,HERKIMER,INVENTORY OF MILK COWS: (100 TO 199 HEAD),8
NEW YORK,HERKIMER,INVENTORY OF MILK COWS: (20 TO 49 HEAD),23
NEW YORK,HERKIMER,INVENTORY OF MILK COWS: (200 TO 499 HEAD),6
NEW YORK,HERKIMER,INVENTORY OF MILK COWS: (50 TO 99 HEAD),35
NEW YORK,HERKIMER,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
NEW YORK,MADISON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
NEW YORK,MADISON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),5
NEW YORK,MADISON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),19
NEW YORK,MADISON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),13
NEW YORK,MADISON,INVENTORY OF MILK COWS: (200 TO 499 HEAD),12
NEW YORK,MADISON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),44
NEW YORK,MADISON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
NEW YORK,ONEIDA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),26
NEW YORK,ONEIDA,INVENTORY OF MILK COWS: (10 TO 19 HEAD),8
NEW YORK,ONEIDA,INVENTORY OF MILK COWS: (100 TO 199 HEAD),12
NEW YORK,ONEIDA,INVENTORY OF MILK COWS: (20 TO 49 HEAD),20
NEW YORK,ONEIDA,INVENTORY OF MILK COWS: (200 TO 499 HEAD),7
NEW YORK,ONEIDA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),30
NEW YORK,ONEIDA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),10
NEW YORK,ONONDAGA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
NEW YORK,ONONDAGA,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
NEW YORK,ONONDAGA,INVENTORY OF MILK COWS: (20 TO 49 HEAD),4
NEW YORK,ONONDAGA,INVENTORY OF MILK COWS: (200 TO 499 HEAD),13
NEW YORK,ONONDAGA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),6
NEW YORK,ONONDAGA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),16
NEW YORK,OSWEGO,INVENTORY OF MILK COWS: (1 TO 9 HEAD),23
NEW YORK,OSWEGO,INVENTORY OF MILK COWS: (10 TO 19 HEAD),5
NEW YORK,OSWEGO,INVENTORY OF MILK COWS: (100 TO 199 HEAD),3
NEW YORK,OSWEGO,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
NEW YORK,OSWEGO,INVENTORY OF MILK COWS: (50 TO 99 HEAD),5
NEW YORK,OSWEGO,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW YORK,OTSEGO,INVENTORY OF MILK COWS: (1 TO 9 HEAD),29
NEW YORK,OTSEGO,INVENTORY OF MILK COWS: (10 TO 19 HEAD),15
NEW YORK,OTSEGO,INVENTORY OF MILK COWS: (100 TO 199 HEAD),9
NEW YORK,OTSEGO,INVENTORY OF MILK COWS: (20 TO 49 HEAD),10
NEW YORK,OTSEGO,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
NEW YORK,OTSEGO,INVENTORY OF MILK COWS: (50 TO 99 HEAD),17
NEW YORK,OTSEGO,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW YORK,ALBANY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW YORK,ALBANY,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
NEW YORK,ALBANY,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW YORK,FULTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
NEW YORK,FULTON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),3
NEW YORK,FULTON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
NEW YORK,FULTON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
NEW YORK,FULTON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
NEW YORK,MONTGOMERY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),18
NEW YORK,MONTGOMERY,INVENTORY OF MILK COWS: (10 TO 19 HEAD),6
NEW YORK,MONTGOMERY,INVENTORY OF MILK COWS: (100 TO 199 HEAD),6
NEW YORK,MONTGOMERY,INVENTORY OF MILK COWS: (20 TO 49 HEAD),15
NEW YORK,MONTGOMERY,INVENTORY OF MILK COWS: (200 TO 499 HEAD),11
NEW YORK,MONTGOMERY,INVENTORY OF MILK COWS: (50 TO 99 HEAD),24
NEW YORK,MONTGOMERY,INVENTORY OF MILK COWS: (500 OR MORE HEAD),9
NEW YORK,RENSSELAER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
NEW YORK,RENSSELAER,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW YORK,RENSSELAER,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW YORK,RENSSELAER,INVENTORY OF MILK COWS: (20 TO 49 HEAD),6
NEW YORK,RENSSELAER,INVENTORY OF MILK COWS: (200 TO 499 HEAD),5
NEW YORK,RENSSELAER,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
NEW YORK,RENSSELAER,INVENTORY OF MILK COWS: (500 OR MORE HEAD),2
NEW YORK,SARATOGA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
NEW YORK,SARATOGA,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW YORK,SARATOGA,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
NEW YORK,SARATOGA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
NEW YORK,SARATOGA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),8
NEW YORK,SCHENECTADY,INVENTORY OF MILK COWS: (10 TO 19 HEAD),4
NEW YORK,SCHENECTADY,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW YORK,SCHENECTADY,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
NEW YORK,SCHOHARIE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
NEW YORK,SCHOHARIE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),4
NEW YORK,SCHOHARIE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),6
NEW YORK,SCHOHARIE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),5
NEW YORK,SCHOHARIE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),7
NEW YORK,SCHOHARIE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),13
NEW YORK,SCHOHARIE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),3
NEW YORK,WASHINGTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),14
NEW YORK,WASHINGTON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),11
NEW YORK,WASHINGTON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),14
NEW YORK,WASHINGTON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),5
NEW YORK,WASHINGTON,INVENTORY OF MILK COWS: (200 TO 499 HEAD),16
NEW YORK,WASHINGTON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),14
NEW YORK,WASHINGTON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),20
NEW YORK,SUFFOLK,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
NEW YORK,CLINTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
NEW YORK,CLINTON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW YORK,CLINTON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),5
NEW YORK,CLINTON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),5
NEW YORK,CLINTON,INVENTORY OF MILK COWS: (200 TO 499 HEAD),15
NEW YORK,CLINTON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),14
NEW YORK,CLINTON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),13
NEW YORK,ESSEX,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
NEW YORK,ESSEX,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
NEW YORK,ESSEX,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
NEW YORK,FRANKLIN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),16
NEW YORK,FRANKLIN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW YORK,FRANKLIN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW YORK,FRANKLIN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),11
NEW YORK,FRANKLIN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),4
NEW YORK,FRANKLIN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),26
NEW YORK,FRANKLIN,INVENTORY OF MILK COWS: (500 OR MORE HEAD),12
NEW YORK,WARREN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW YORK,WARREN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW YORK,JEFFERSON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),15
NEW YORK,JEFFERSON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),9
NEW YORK,JEFFERSON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),16
NEW YORK,JEFFERSON,INVENTORY OF MILK COWS: (200 TO 499 HEAD),6
NEW YORK,JEFFERSON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),17
NEW YORK,JEFFERSON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),14
NEW YORK,LEWIS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),13
NEW YORK,LEWIS,INVENTORY OF MILK COWS: (10 TO 19 HEAD),14
NEW YORK,LEWIS,INVENTORY OF MILK COWS: (100 TO 199 HEAD),15
NEW YORK,LEWIS,INVENTORY OF MILK COWS: (20 TO 49 HEAD),11
NEW YORK,LEWIS,INVENTORY OF MILK COWS: (200 TO 499 HEAD),13
NEW YORK,LEWIS,INVENTORY OF MILK COWS: (50 TO 99 HEAD),52
NEW YORK,LEWIS,INVENTORY OF MILK COWS: (500 OR MORE HEAD),9
NEW YORK,ST LAWRENCE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),36
NEW YORK,ST LAWRENCE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),12
NEW YORK,ST LAWRENCE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),6
NEW YORK,ST LAWRENCE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),8
NEW YORK,ST LAWRENCE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),8
NEW YORK,ST LAWRENCE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),21
NEW YORK,ST LAWRENCE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),18
NEW YORK,COLUMBIA,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
NEW YORK,COLUMBIA,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW YORK,COLUMBIA,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
NEW YORK,COLUMBIA,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
NEW YORK,COLUMBIA,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
NEW YORK,COLUMBIA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
NEW YORK,COLUMBIA,INVENTORY OF MILK COWS: (500 OR MORE HEAD),3
NEW YORK,DELAWARE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
NEW YORK,DELAWARE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
NEW YORK,DELAWARE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),6
NEW YORK,DELAWARE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),11
NEW YORK,DELAWARE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),11
NEW YORK,DELAWARE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),14
NEW YORK,DELAWARE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW YORK,DUTCHESS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW YORK,DUTCHESS,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
NEW YORK,DUTCHESS,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
NEW YORK,DUTCHESS,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
NEW YORK,DUTCHESS,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
NEW YORK,GREENE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
NEW YORK,GREENE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),4
NEW YORK,GREENE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
NEW YORK,ORANGE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
NEW YORK,ORANGE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),3
NEW YORK,ORANGE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
NEW YORK,ORANGE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
NEW YORK,ORANGE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),12
NEW YORK,PUTNAM,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW YORK,ROCKLAND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
NEW YORK,SULLIVAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),13
NEW YORK,SULLIVAN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),3
NEW YORK,SULLIVAN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW YORK,SULLIVAN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
NEW YORK,SULLIVAN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
NEW YORK,SULLIVAN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
NEW YORK,ULSTER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
NEW YORK,ULSTER,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
NEW YORK,ULSTER,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
NEW YORK,WESTCHESTER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
